Tissue	kegg_pathway_ID	kegg_pathway_Name	IDs	S	B	Rich.Factor	P.value	Sig.Sign.P
Colon	ko01100	Metabolic pathways	C00307|Cytidine 5'-diphosphocholine, C01279|4-Amino-5-hydroxymethyl-2-methylpyrimidine, C00270|N-ACETYLNEURAMINATE, C01233|Glycerylphosphorylethanolamine, C00791|Creatinine, C00314|Pyridoxine, C00250|Pyridoxal, C01879|Pyroglutamic acid, C00065|Serine, C12312|Oxindole, C00624|N-Acetyl-L-glutamic acid, C00239|2'-Deoxycytidine-5'-monophosphate, C02376|5-Methylcytosine, C00350|PE(16:0/18:2), C00062|L-Arginine, C00183|Valine, C00475|Cytidine, C00350|PE(20:4(5Z,8Z,11Z,14Z)/16:0), C00719|Betaine, C05824|S-Sulfo-L-cysteine, C00350|PE(P-16:0/22:6), C00157|PC(18:1(9Z)/18:1(11Z)), C00489|Glutaric acid, C16675|7-Aminomethyl-7-carbaguanine, C12144|Phytosphingosine, C01189|Lathosterol, C00157|PC(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)), C00157|PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), C00157|PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z)), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), C00157|PC(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)), C19891|D-chiro-Inositol, C00584|Prostaglandin E2, C00157|PC(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))	34	3065	0.0111	2.39E-05	****
Colon	ko02010	ABC transporters	C01279|4-Amino-5-hydroxymethyl-2-methylpyrimidine, C00065|Serine, C00062|L-Arginine, C00183|Valine, C00475|Cytidine, C00719|Betaine	6	138	0.0435	0.000279622	***
Colon	ko01230	Biosynthesis of amino acids	C00065|Serine, C00624|N-Acetyl-L-glutamic acid, C00062|L-Arginine, C00183|Valine, C05824|S-Sulfo-L-cysteine	5	128	0.0391	0.001524755	**
Colon	ko05230	Central carbon metabolism in cancer	C00065|Serine, C00062|L-Arginine, C00183|Valine	3	37	0.0811	0.001853411	**
Colon	ko05146	Amoebiasis	C00062|L-Arginine, C00584|Prostaglandin E2	2	13	0.1538	0.003258874	**
Colon	ko04974	Protein digestion and absorption	C00065|Serine, C00062|L-Arginine, C00183|Valine	3	47	0.0638	0.003692166	**
Colon	ko00970	Aminoacyl-tRNA biosynthesis	C00065|Serine, C00062|L-Arginine, C00183|Valine	3	52	0.0577	0.004916764	**
Colon	ko00240	Pyrimidine metabolism	C00239|2'-Deoxycytidine-5'-monophosphate, C02376|5-Methylcytosine, C00475|Cytidine	3	64	0.0469	0.008768134	**
Colon	ko00220	Arginine biosynthesis	C00624|N-Acetyl-L-glutamic acid, C00062|L-Arginine	2	23	0.087	0.010131843	*
Colon	ko00470	D-Amino acid metabolism	C00065|Serine, C00624|N-Acetyl-L-glutamic acid, C00062|L-Arginine	3	69	0.0435	0.010774273	*
Colon	ko04024	cAMP signaling pathway	C01996|Acetylcholine, C00584|Prostaglandin E2	2	25	0.08	0.011912908	*
Colon	ko00750	Vitamin B6 metabolism	C00314|Pyridoxine, C00250|Pyridoxal	2	29	0.069	0.015852196	*
Colon	ko04978	Mineral absorption	C00065|Serine, C00183|Valine	2	29	0.069	0.015852196	*
Colon	ko05022	Pathways of neurodegeneration - multiple diseases	C01996|Acetylcholine, C00062|L-Arginine	2	32	0.0625	0.019122898	*
Colon	ko05165	Human papillomavirus infection	C00584|Prostaglandin E2	1	3	0.3333	0.019953002	*
Colon	ko05323	Rheumatoid arthritis	C00584|Prostaglandin E2	1	3	0.3333	0.019953002	*
Colon	ko00600	Sphingolipid metabolism	C00065|Serine, C12144|Phytosphingosine	2	35	0.0571	0.022651918	*
Colon	ko04150	mTOR signaling pathway	C00062|L-Arginine	1	4	0.25	0.02651718	*
Colon	ko00261	Monobactam biosynthesis	C00065|Serine, C00062|L-Arginine	2	39	0.0513	0.027739948	*
Colon	ko04810	Regulation of actin cytoskeleton	C01996|Acetylcholine	1	5	0.2	0.033038408	*
Colon	ko00460	Cyanoamino acid metabolism	C00065|Serine, C00183|Valine	2	45	0.0444	0.036140697	*
Colon	ko05142	Chagas disease	C00062|L-Arginine	1	6	0.1667	0.03951696	*
Colon	ko05140	Leishmaniasis	C00584|Prostaglandin E2	1	6	0.1667	0.03951696	*
Colon	ko05163	Human cytomegalovirus infection	C00584|Prostaglandin E2	1	6	0.1667	0.03951696	*
Colon	ko00260	Glycine, serine and threonine metabolism	C00065|Serine, C00719|Betaine	2	48	0.0417	0.040664794	*
Colon	ko00071	Fatty acid degradation	C03547|Glycolic acid, C00489|Glutaric acid	2	50	0.04	0.043794057	*
Colon	ko05033	Nicotine addiction	C01996|Acetylcholine	1	7	0.1429	0.045953109	*
Colon	ko04080	Neuroactive ligand-receptor interaction	C01996|Acetylcholine, C00584|Prostaglandin E2	2	53	0.0377	0.048650692	*
Colon	ko05143	African trypanosomiasis	C00584|Prostaglandin E2	1	8	0.125	0.052347127	ns
Colon	ko01232	Nucleotide metabolism	C00239|2'-Deoxycytidine-5'-monophosphate, C00475|Cytidine	2	58	0.0345	0.05715629	ns
Colon	ko00402	Benzoxazinoid biosynthesis	C12312|Oxindole	1	9	0.1111	0.058699282	ns
Colon	ko00331	Clavulanic acid biosynthesis	C00062|L-Arginine	1	10	0.1	0.065009842	ns
Colon	ko07227	Histamine H2/H3 receptor agonists/antagonists	C17929|4-Methylhistamine	1	10	0.1	0.065009842	ns
Colon	ko01240	Biosynthesis of cofactors	C01279|4-Amino-5-hydroxymethyl-2-methylpyrimidine, C00314|Pyridoxine, C00250|Pyridoxal, C00065|Serine, C00183|Valine	5	328	0.0152	0.066276893	ns
Colon	ko01060	Biosynthesis of plant secondary metabolites	C00065|Serine, C00062|L-Arginine, C00183|Valine	3	141	0.0213	0.067617598	ns
Colon	ko04625	C-type lectin receptor signaling pathway	C00584|Prostaglandin E2	1	11	0.0909	0.071279072	ns
Colon	ko00270	Cysteine and methionine metabolism	C00065|Serine, C05824|S-Sulfo-L-cysteine	2	67	0.0299	0.073645459	ns
Colon	ko00330	Arginine and proline metabolism	C00791|Creatinine, C00062|L-Arginine	2	69	0.029	0.077497399	ns
Colon	ko00552	Teichoic acid biosynthesis	C00307|Cytidine 5'-diphosphocholine	1	12	0.0833	0.077507238	ns
Colon	ko04721	Synaptic vesicle cycle	C01996|Acetylcholine	1	12	0.0833	0.077507238	ns
Colon	ko04725	Cholinergic synapse	C01996|Acetylcholine	1	12	0.0833	0.077507238	ns
Colon	ko04911	Insulin secretion	C01996|Acetylcholine	1	12	0.0833	0.077507238	ns
Colon	ko04921	Oxytocin signaling pathway	C00584|Prostaglandin E2	1	12	0.0833	0.077507238	ns
Colon	ko04971	Gastric acid secretion	C01996|Acetylcholine	1	14	0.0714	0.089841425	ns
Colon	ko05014	Amyotrophic lateral sclerosis	C00062|L-Arginine	1	14	0.0714	0.089841425	ns
Colon	ko04923	Regulation of lipolysis in adipocytes	C00584|Prostaglandin E2	1	14	0.0714	0.089841425	ns
Colon	ko04071	Sphingolipid signaling pathway	C00065|Serine	1	15	0.0667	0.095947965	ns
Colon	ko04972	Pancreatic secretion	C01996|Acetylcholine	1	15	0.0667	0.095947965	ns
Colon	ko04970	Salivary secretion	C01996|Acetylcholine	1	17	0.0588	0.10804123	ns
Colon	ko04924	Renin secretion	C00584|Prostaglandin E2	1	17	0.0588	0.10804123	ns
Colon	ko00311	Penicillin and cephalosporin biosynthesis	C00183|Valine	1	18	0.0556	0.114028465	ns
Colon	ko04976	Bile secretion	C01996|Acetylcholine, C00584|Prostaglandin E2	2	97	0.0206	0.137077327	ns
Colon	ko00290	Valine, leucine and isoleucine biosynthesis	C00183|Valine	1	23	0.0435	0.143380735	ns
Colon	ko01502	Vancomycin resistance	C00065|Serine	1	24	0.0417	0.149136146	ns
Colon	ko00565	Ether lipid metabolism	C01233|Glycerylphosphorylethanolamine	1	25	0.04	0.154853781	ns
Colon	ko00998	Biosynthesis of various antibiotics	C00065|Serine, C00062|L-Arginine	2	108	0.0185	0.162658212	ns
Colon	ko00770	Pantothenate and CoA biosynthesis	C00183|Valine	1	30	0.0333	0.182883738	ns
Colon	ko00730	Thiamine metabolism	C01279|4-Amino-5-hydroxymethyl-2-methylpyrimidine	1	31	0.0323	0.188379749	ns
Colon	ko05200	Pathways in cancer	C00584|Prostaglandin E2	1	31	0.0323	0.188379749	ns
Colon	ko04742	Taste transduction	C01996|Acetylcholine	1	32	0.0312	0.193839648	ns
Colon	ko00920	Sulfur metabolism	C00065|Serine	1	33	0.0303	0.199263665	ns
Colon	ko04750	Inflammatory mediator regulation of TRP channels	C00584|Prostaglandin E2	1	35	0.0286	0.210004976	ns
Colon	ko00480	Glutathione metabolism	C01879|Pyroglutamic acid	1	38	0.0263	0.225853544	ns
Colon	ko04977	Vitamin digestion and absorption	C00250|Pyridoxal	1	39	0.0256	0.23106706	ns
Colon	ko00280	Valine, leucine and isoleucine degradation	C00183|Valine	1	42	0.0238	0.24650269	ns
Colon	ko04726	Serotonergic synapse	C00584|Prostaglandin E2	1	42	0.0238	0.24650269	ns
Colon	ko01210	2-Oxocarboxylic acid metabolism	C00624|N-Acetyl-L-glutamic acid, C00183|Valine	2	144	0.0139	0.250771934	ns
Colon	ko00999	Biosynthesis of various plant secondary metabolites	C12312|Oxindole, C09263|6,7-Dihydroxycoumarin	2	149	0.0134	0.263263462	ns
Colon	ko00562	Inositol phosphate metabolism	C19891|D-chiro-Inositol	1	47	0.0213	0.271558739	ns
Colon	ko00310	Lysine degradation	C00489|Glutaric acid	1	56	0.0179	0.314624635	ns
Colon	ko00100	Steroid biosynthesis	C01189|Lathosterol	1	57	0.0175	0.319253368	ns
Colon	ko00790	Folate biosynthesis	C16675|7-Aminomethyl-7-carbaguanine	1	58	0.0172	0.323851562	ns
Colon	ko01110	Biosynthesis of secondary metabolites	C00065|Serine, C12312|Oxindole, C00624|N-Acetyl-L-glutamic acid, C00350|PE(16:0/18:2), C00062|L-Arginine, C00183|Valine, C00350|PE(20:4(5Z,8Z,11Z,14Z)/16:0), C00350|PE(P-16:0/22:6), C00157|PC(18:1(9Z)/18:1(11Z)), C01189|Lathosterol, C00157|PC(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)), C00157|PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), C00157|PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z)), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), C00157|PC(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)), C09263|6,7-Dihydroxycoumarin, C00157|PC(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))	17	2273	0.0075	0.336233792	ns
Colon	ko00630	Glyoxylate and dicarboxylate metabolism	C00065|Serine	1	64	0.0156	0.350810354	ns
Colon	ko00997	Biosynthesis of various other secondary metabolites	C00065|Serine	1	67	0.0149	0.363893141	ns
Colon	ko01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid	C00062|L-Arginine	1	67	0.0149	0.363893141	ns
Colon	ko00966	Glucosinolate biosynthesis	C00183|Valine	1	77	0.013	0.405669357	ns
Colon	ko00380	Tryptophan metabolism	C02470|Xanthurenic acid	1	83	0.012	0.429435757	ns
Colon	ko00680	Methane metabolism	C00065|Serine	1	88	0.0114	0.448529801	ns
Colon	ko00541	O-Antigen nucleotide sugar biosynthesis	C00270|N-ACETYLNEURAMINATE	1	90	0.0111	0.455991395	ns
Colon	ko01061	Biosynthesis of phenylpropanoids	C09263|6,7-Dihydroxycoumarin	1	106	0.0094	0.512238027	ns
Colon	ko01200	Carbon metabolism	C00065|Serine	1	114	0.0088	0.538189466	ns
Colon	ko00520	Amino sugar and nucleotide sugar metabolism	C00270|N-ACETYLNEURAMINATE	1	118	0.0085	0.550654443	ns
Colon	ko01063	Biosynthesis of alkaloids derived from shikimate pathway	C00183|Valine	1	143	0.007	0.621437585	ns
Colon	ko01250	Biosynthesis of nucleotide sugars	C00270|N-ACETYLNEURAMINATE	1	200	0.005	0.744559556	ns
Colon	ko01120	Microbial metabolism in diverse environments	C00314|Pyridoxine, C00250|Pyridoxal, C00065|Serine, C00489|Glutaric acid, C19891|D-chiro-Inositol	5	1072	0.0047	0.867077253	ns
Eye	ko01230	Biosynthesis of amino acids	C00449|L-Saccharopine, C00021|S-(5'-ADENOSYL)-L-HOMOCYSTEINE, C05382|Sedoheptulose 7-phosphate, C00135|Histidine, C00135|L-Histidine, C00956|L-2-Aminoadipic acid, C00183|L-Valine, C00118|FOSFOSAL, C00322|Oxoadipic acid, C00311|Isocitrate, C00062|Arginine, C00062|L-Arginine	12	128	0.0938	4.95E-10	****
Eye	ko01100	Metabolic pathways	C00388|Histamine, C00449|L-Saccharopine, C00213|Sarcosine, C00021|S-(5'-ADENOSYL)-L-HOMOCYSTEINE, C01528|Hydrogen selenide, C00307|CYTIDINE 5'-DIPHOSPHOCHOLINE, C00170|METHYLTHIOADENOSINE, C00455|Nicotinamide ribotide, C01546|2-Furoic acid, C00003|脦虏-Nicotinamide Adenine Dinucleotide, C18910|2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one, C00010|Coenzyme A, C00072|Ascorbic acid, C05382|Sedoheptulose 7-phosphate, C00386|L-Carnosine, C01262|beta-Alanyl-3-methyl-L-histidine, C00135|Histidine, C00134|Putrescine, C00239|2'-Deoxycytidine-5'-monophosphate, C00954|N-epsilon-Acetyllysine, C05341|beta-Alanyl-L-lysine, C00408|L-Pipecolic acid, C16681|9-cis-retinal, C00227|Acetylphosphate, C00135|L-Histidine, C05587|4-(2-Aminoethyl)-2-Methoxyphenol, C00956|L-2-Aminoadipic acid, C00601|Phenylacetaldehyde, C01909|d-Dethiobiotin, C00183|L-Valine, C01222|GDP-4-Dehydro-6-deoxy-D-mannose, C00118|FOSFOSAL, C00519|Hypotaurine, C05127|1-Methylhistamine, C02161|Questiomycin A, C00164|Acetoacetic acid, C02376|5-Methylcytosine, C01879|5-OXO-L-PROLINE, C00379|Xylitol, C00322|Oxoadipic acid, C00637|Indoleacetaldehyde, C00157|PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0), C00311|Isocitrate, C05570|Ergothioneine, C00062|Arginine, C02918|1-Methylnicotinamide, C00062|L-Arginine	47	3065	0.0153	5.53E-09	****
Eye	ko00340	Histidine metabolism	C00388|Histamine, C00386|L-Carnosine, C01262|beta-Alanyl-3-methyl-L-histidine, C00135|Histidine, C00135|L-Histidine, C05127|1-Methylhistamine, C05570|Ergothioneine	7	47	0.1489	1.10E-07	****
Eye	ko04974	Protein digestion and absorption	C00388|Histamine, C00135|Histidine, C00134|Putrescine, C00135|L-Histidine, C00183|L-Valine, C00062|Arginine, C00062|L-Arginine	7	47	0.1489	1.10E-07	****
